,Customer Number,Campaign Period Sales,Historical Sales Volume,Date of First Purchase,Number of Prior Year Transactions,Do Not Direct Mail Solicit,Do Not Email,Do Not Telemarket,Repurchase Method,Last Transaction Channel,Desk,Executive Chair,Standard Chair,Monitor,Printer,Computer,Insurance,Toner,Office Supplies,Number of Employees,Language,Service Level,Date of Last Transaction,Number of Transactions,Email Available,Buy,Customer_engagement_days,Days_since_last_transaction,Customer_engagement_length,Language_group
6381,14297873,0.0,695274.6666666667,1993-04-01,20,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2015-04-06,20,True,0,10222,2182,Mid-term,English
6382,14300349,0.0,465526.60000000003,1987-07-01,19,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Standard,2011-04-11,19,False,0,12323,3638,Mid-term,English
6383,14301160,35.12,52469.28,1951-04-01,18,False,False,False,NOTICE,MAIL,Y,Y,N,N,Y,N,N,N,Y,1-5,English,Premier,2017-11-17,18,False,1,25563,1226,Long-term,English
6384,14301798,0.0,696294.8571428573,1995-02-15,15,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2010-03-10,15,False,0,9537,4035,Mid-term,English
6385,14306221,343.4333333333334,988057.7000000002,1995-04-01,21,False,False,False,NOTICE,WEB,N,N,N,N,N,N,Y,N,Y,51-100,English,Premier,2014-11-06,21,True,1,9492,2333,Mid-term,English
6386,14306815,0.0,63813.875,1996-03-01,1,False,True,False,NOTICE,WEB,N,N,N,N,N,N,N,N,N,51-100,Unknown,Standard,2012-10-18,1,True,0,9157,3082,Mid-term,Unknown
6388,14320055,0.0,222311.04000000004,2007-01-22,21,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2012-07-08,21,True,0,5178,3184,Short-term,English
6390,14323125,0.0,179046.0,1985-08-01,21,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2015-04-15,21,True,0,13022,2173,Mid-term,English
6391,14325547,0.0,256164.48,1994-06-01,11,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,6-10,Unknown,Standard,2009-08-19,11,True,0,9796,4238,Mid-term,Unknown
6392,14326600,0.0,346923.0,1991-10-01,6,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,11-50,Unknown,Premier,2010-09-11,6,False,0,10770,3850,Mid-term,Unknown
6393,14333616,0.0,63552.152380952386,2000-11-01,8,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2009-07-13,8,True,0,7451,4275,Mid-term,English
6395,14335990,614.5666666666667,431425.80000000005,1994-04-15,27,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,51-100,English,Premier,2011-10-23,27,True,1,9843,3443,Mid-term,English
6396,14345531,0.0,134621.76,1984-12-15,6,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,11-50,English,Standard,2014-02-21,6,True,0,13251,2591,Mid-term,English
6397,14346733,0.0,26854.285714285714,2012-01-25,3,False,False,False,NOTICE,AUTO RENEW,N,N,N,N,N,N,N,N,N,6-10,English,Standard,2014-01-06,3,True,0,3349,2637,Short-term,English
6398,14347995,0.0,359296.00000000006,1991-07-15,20,False,True,False,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2012-09-14,20,True,0,10848,3116,Mid-term,English
6399,14350384,221.56952380952382,163518.30857142858,1977-07-01,18,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2015-05-10,18,True,1,15975,2148,Long-term,English
6400,14351405,305.03200000000004,175088.36800000002,1993-11-01,14,False,False,False,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2015-05-30,14,False,1,10008,2128,Mid-term,English
6401,14352406,0.0,845909.1199999999,1995-06-15,17,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2010-09-07,17,True,0,9417,3854,Mid-term,English
6402,14352841,0.0,1283840.1333333333,1992-09-15,19,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,101-500,English,Standard,2014-07-15,19,True,0,10420,2447,Mid-term,English
6405,14354782,0.0,232311.59999999998,1995-02-15,9,True,True,True,NOTICE,PHONE,Y,N,N,N,N,N,N,N,Y,6-10,English,Premier,2015-02-09,9,True,0,9537,2238,Mid-term,English
6406,14357486,419.3933333333333,844658.1733333333,1995-07-15,19,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,101-500,English,Premier,2015-05-05,19,True,1,9387,2153,Mid-term,English
6407,14358417,0.0,30671.52,1985-12-25,2,True,False,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2014-10-29,2,True,0,12876,2341,Mid-term,English
6409,14368352,284.752,306962.656,1989-07-01,22,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2012-07-23,22,False,1,11592,3169,Mid-term,English
6410,14368617,0.0,1493024.6438095241,1997-05-15,17,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2009-08-15,17,True,0,8717,4242,Mid-term,English
6411,14371759,0.0,161184.42666666664,1985-03-01,14,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,Unknown,Premier,2013-08-28,14,True,0,13175,2768,Mid-term,Unknown
6413,14382540,0.0,1140706.56,1987-03-15,18,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2002-11-03,18,True,0,12431,6719,Mid-term,English
6415,14387101,260.6933333333334,456474.0266666668,1994-08-15,17,False,True,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2014-10-06,17,True,1,9721,2364,Mid-term,English
6416,14387106,0.0,80646.66666666667,1997-09-01,16,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,51-100,English,Standard,2014-03-06,16,False,0,8608,2578,Mid-term,English
6417,14388902,0.0,768551.0857142858,1996-04-15,24,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-08-11,24,True,0,9112,2785,Mid-term,English
6418,14392598,0.0,719658.7047619047,1997-04-15,13,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,Chinese,Standard,2011-01-19,13,True,0,8747,3720,Mid-term,Asian
6419,14393732,212.7238095238095,448634.51428571425,1982-01-15,19,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-07-11,19,True,1,14316,2451,Long-term,English
6420,14397832,0.0,124392.32000000002,1995-10-01,8,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2013-02-10,8,False,0,9309,2967,Mid-term,English
6421,14398587,0.0,45720.0,2007-12-31,15,True,True,True,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2015-09-16,15,True,0,4835,2019,Short-term,English
6422,14401346,299.42857142857144,665629.7142857143,2008-12-22,19,False,True,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,Unknown,Premier,2012-10-28,19,True,1,4478,3072,Short-term,Unknown
6423,14404142,0.0,876350.3999999999,2012-07-20,15,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,11-50,English,Standard,2014-01-10,15,True,0,3172,2633,Short-term,English
6424,14404411,0.0,936132.5333333333,1995-09-01,19,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-01-29,19,True,0,9339,3345,Mid-term,English
6425,14405008,0.0,6422274.266666667,1997-07-15,29,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,Y,Y,500+,English,Premier,2005-06-29,29,True,0,8656,5750,Mid-term,English
6426,14406711,0.0,1285071.6266666667,1987-05-01,22,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2011-12-07,22,True,0,12384,3398,Mid-term,English
6428,14411938,0.0,277737.60000000003,1989-08-01,21,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-07-09,21,False,0,11561,3183,Mid-term,English
6429,14412015,0.0,150521.4666666667,1980-01-01,5,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,Y,Y,11-50,English,Premier,2010-02-02,5,True,0,15061,4071,Long-term,English
6431,14419234,0.0,661873.2000000001,1997-04-01,21,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2012-07-29,21,True,0,8761,3163,Mid-term,English
6432,14422598,0.0,367793.4,2014-11-05,21,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-05-14,21,True,0,2334,2509,Short-term,English
6433,14423085,155.66666666666666,137298.0,1981-06-15,6,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2014-05-03,6,True,1,14530,2520,Long-term,English
6434,14423088,415.72,323014.44,2011-07-11,7,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,51-100,English,Standard,2014-10-25,7,False,1,3547,2345,Short-term,English
6435,14423505,0.0,7386136.875,1995-01-15,50,False,False,False,AUTO RENEW,WEB,N,N,N,N,N,N,N,N,N,51-100,Unknown,Standard,2010-10-19,50,True,0,9568,3812,Mid-term,Unknown
6436,14424055,215.92,80754.08,1974-09-01,22,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2015-09-03,22,True,1,17009,2032,Long-term,English
6437,14424361,0.0,475847.99999999994,1979-06-01,20,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-12-08,20,True,0,15275,3031,Long-term,English
6438,14426674,692.3333333333334,1009422.0,2009-03-20,18,False,False,False,AUTO RENEW,AUTO RENEW,Y,N,N,N,N,N,N,N,Y,101-500,English,Premier,2014-10-26,18,True,1,4390,2344,Short-term,English
6439,14427339,0.0,1516293.9306666667,1991-03-01,16,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2011-11-04,16,False,0,10984,3431,Mid-term,English
6440,14428432,0.0,862595.0666666667,2011-01-19,11,False,False,False,AUTO RENEW,AUTO RENEW,Y,N,N,N,N,N,N,N,Y,51-100,English,Standard,2012-10-26,11,False,0,3720,3074,Short-term,English
6441,14432849,0.0,55730.546666666676,1982-09-15,19,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2011-03-24,19,False,0,14073,3656,Mid-term,English
6443,14435269,0.0,202252.05000000002,2014-05-10,11,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,51-100,English,Standard,2011-02-24,11,False,0,2513,3684,Short-term,English
6444,14435830,691.8674285714286,487766.5371428572,1962-06-15,15,False,True,False,AUTO RENEW,AUTO RENEW,N,Y,Y,Y,Y,N,N,Y,Y,6-10,English,Premier,2009-12-30,15,True,1,21470,4105,Long-term,English
6445,14437139,1330.9333333333334,203632.80000000002,1973-10-15,9,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,500+,English,Premier,2014-12-20,9,True,1,17330,2289,Long-term,English
6446,14437704,0.0,373455.0,1997-02-15,9,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,6-10,Unknown,Premier,2012-06-30,9,True,0,8806,3192,Mid-term,Unknown
6449,14447976,0.0,604578.5200000001,1983-09-15,21,False,False,False,AUTO RENEW,AUTO RENEW,Y,N,N,N,N,N,N,N,Y,1-5,English,Standard,2014-01-25,21,True,0,13708,2618,Mid-term,English
6450,14449646,0.0,1687018.666666667,1990-07-01,26,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2009-08-09,26,False,0,11227,4248,Mid-term,English
6451,14450296,0.0,479718.3333333334,1996-11-01,19,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2013-01-14,19,True,0,8912,2994,Mid-term,English
6452,14450845,0.0,102365.99999999999,1991-01-01,11,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,N,6-10,Unknown,Premier,2013-04-16,11,False,0,11043,2902,Mid-term,Unknown
6453,14457058,0.0,50111.36,1996-03-01,3,False,False,False,AUTO RENEW,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2012-01-24,3,True,0,9157,3350,Mid-term,English
6454,14465830,0.0,1317473.9333333333,1991-01-15,17,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Standard,2011-07-30,17,False,0,11029,3528,Mid-term,English
6456,14469281,0.0,560061.6000000001,1986-07-01,18,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-07-27,18,True,0,12688,2800,Mid-term,English
6457,14472837,0.0,96593.20000000001,1988-03-01,21,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2015-08-03,21,False,0,12079,2063,Mid-term,English
6458,14475479,0.0,906864.1523809525,2010-05-13,16,False,False,False,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2011-04-06,16,True,0,3971,3643,Short-term,English
6460,14476313,0.0,509805.0285714286,1991-10-01,15,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2015-03-27,15,True,0,10770,2192,Mid-term,English
6461,14476397,0.0,323141.8666666667,1985-11-15,19,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,Y,Y,6-10,English,Premier,2015-01-12,19,True,0,12916,2266,Mid-term,English
6462,14482391,0.0,465588.6666666666,1984-07-15,19,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2008-11-20,19,True,0,13404,4510,Mid-term,English
6463,14484101,0.0,150677.42857142858,2007-03-16,6,False,False,False,NOTICE,WEB,N,N,N,N,N,N,Y,N,N,6-10,English,Premier,2015-03-18,6,True,0,5125,2201,Short-term,English
6465,14493431,0.0,166713.6,1995-03-15,8,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,500+,English,Premier,2015-06-15,8,False,0,9509,2112,Mid-term,English
6466,14494786,179.33759999999998,232421.52959999998,1978-02-01,16,False,False,False,AUTO RENEW,AUTO RENEW,N,Y,N,N,N,N,N,N,Y,1-5,English,Premier,2015-06-24,16,False,1,15760,2103,Long-term,English
6468,14496855,0.0,223125.76000000004,2014-09-15,11,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2013-03-26,11,True,0,2385,2923,Short-term,English
6470,14501177,0.0,307944.0,1985-06-01,15,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,Unknown,Standard,2015-04-10,15,True,0,13083,2178,Mid-term,Unknown
6471,14505112,0.0,370912.2095238095,1997-09-01,19,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-03-16,19,True,0,8608,3298,Mid-term,English
6473,14506137,0.0,199021.68,1997-07-15,22,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-03-13,22,True,0,8656,3301,Mid-term,English
6474,14509757,0.0,1223586.7180952383,1997-11-01,19,False,True,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2011-11-26,19,True,0,8547,3409,Mid-term,English
6476,14515020,0.0,1183998.2933333335,1988-02-15,23,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2013-07-05,23,True,0,12094,2822,Mid-term,English
6477,14522349,127.08,160629.12,1968-11-01,16,False,False,False,NOTICE,BRANCH (POS),N,N,N,N,Y,N,N,N,Y,6-10,English,Premier,2015-02-20,16,True,1,19139,2227,Long-term,English
6478,14522594,0.0,4117893.7800000003,1983-06-15,23,False,False,False,AUTO RENEW,AUTO RENEW,N,Y,Y,N,N,Y,N,N,Y,101-500,English,Premier,2012-04-26,23,True,0,13800,3257,Mid-term,English
6482,14530548,0.0,189198.6666666667,2007-12-22,17,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,N,6-10,Unknown,Premier,2012-06-17,17,True,0,4844,3205,Short-term,Unknown
6483,14540526,0.0,799412.6933333334,1972-08-01,14,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Standard,2011-03-22,14,True,0,17770,3658,Long-term,English
6484,14546335,0.0,411104.57142857136,2007-10-17,22,False,False,False,NOTICE,MAIL,Y,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-01-21,22,True,0,4910,2987,Short-term,English
6485,14546579,253.5809523809524,568021.3333333334,2013-03-04,16,False,False,False,NOTICE,BRANCH (PHONE),Y,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-09-21,16,True,1,2945,2744,Short-term,English
6486,14547042,0.0,328437.20000000007,1990-07-15,14,False,False,False,NOTICE,WEB,N,N,N,N,N,N,Y,N,Y,1-5,English,Premier,2012-06-08,14,True,0,11213,3214,Mid-term,English
6487,14548720,0.0,155196.48000000004,2005-09-02,12,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2014-04-12,12,True,0,5685,2541,Short-term,English
6488,14549213,0.0,250848.0,1988-05-01,18,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2015-09-11,18,False,0,12018,2024,Mid-term,English
6489,14551470,0.0,537065.0857142857,1996-02-01,29,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2010-04-01,29,True,0,9186,4013,Mid-term,English
6490,14555013,0.0,129542.9142857143,1989-03-01,17,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-02-28,17,False,0,11714,2949,Mid-term,English
6491,14557285,310.232,681269.4720000001,1985-02-01,18,False,False,False,AUTO RENEW,PHONE,N,N,N,N,N,N,N,Y,Y,11-50,English,Premier,2015-05-10,18,True,1,13203,2148,Mid-term,English
6492,14557379,0.0,253289.71428571432,2009-02-10,15,False,False,False,NOTICE,BRANCH (PHONE),N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2015-03-05,15,True,0,4428,2214,Short-term,English
6493,14559666,0.0,208437.60000000003,1991-04-15,19,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2013-07-29,19,False,0,10939,2798,Mid-term,English
6494,14563109,0.0,110448.24,1995-04-01,21,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,11-50,English,Premier,2016-02-27,21,False,0,9492,1855,Mid-term,English
6495,14563129,0.0,39780.19047619047,1990-04-15,2,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2015-06-23,2,True,0,11304,2104,Mid-term,English
6496,14563946,0.0,584506.9523809524,2004-02-10,17,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2011-08-07,17,True,0,6255,3520,Short-term,English
6497,14564795,0.0,2034864.0,1992-02-15,20,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,101-500,Unknown,Premier,2012-08-09,20,False,0,10633,3152,Mid-term,Unknown
6499,14569759,0.0,143837.04761904763,1998-03-01,11,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2012-09-24,11,True,0,8427,3106,Mid-term,English
6500,14573043,195.06666666666666,63006.533333333326,1979-01-15,19,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2014-11-15,19,True,1,15412,2324,Long-term,English
6501,14573703,0.0,741291.942857143,1983-04-01,26,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2015-07-06,26,True,0,13875,2091,Mid-term,English
6502,14574569,0.0,252177.8,1998-07-21,7,False,True,False,NOTICE,WEB,N,N,N,N,N,N,N,N,N,11-50,English,Standard,2009-04-22,7,True,0,8285,4357,Mid-term,English
6503,14579193,0.0,311286.85714285716,1991-12-01,18,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,6-10,English,Premier,2013-01-16,18,True,0,10709,2992,Mid-term,English
6504,14579914,0.0,917264.3200000001,1997-07-15,21,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2009-10-06,21,False,0,8656,4190,Mid-term,English
6507,14584656,0.0,387354.24000000005,1990-07-15,24,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Premier,2013-09-23,24,True,0,11213,2742,Mid-term,English
6508,14588132,491.40000000000003,550859.4,1976-06-01,19,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2014-06-18,19,False,1,16370,2474,Long-term,English
6509,14590171,502.4933333333334,707510.6133333334,1994-10-15,22,False,False,False,AUTO RENEW,PHONE,N,N,N,N,N,N,Y,N,Y,11-50,English,Premier,2013-04-13,22,True,1,9660,2905,Mid-term,English
6510,14592116,0.0,797888.0,1983-01-01,20,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2010-09-17,20,False,0,13965,3844,Mid-term,English
6511,14593233,0.0,280308.0,1990-03-01,15,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-10-19,15,True,0,11349,2351,Mid-term,English
6512,14598827,0.0,87523.33333333334,1991-10-15,11,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2014-08-23,11,False,0,10756,2408,Mid-term,English
6513,14598956,304.4380952380953,529722.2857142858,1993-11-01,20,False,False,False,NOTICE,MAIL,Y,N,N,N,N,N,N,N,Y,6-10,English,Standard,2012-09-22,20,False,1,10008,3108,Mid-term,English
6515,14602394,1094.9333333333334,210227.2,1994-02-15,28,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,101-500,English,Premier,2012-07-24,4,False,1,9902,3168,Mid-term,English
6516,14606206,963.4666666666667,1025128.5333333333,1993-08-15,8,True,True,True,NOTICE,MAIL,N,N,N,N,N,N,Y,N,Y,500+,English,Premier,2015-12-31,8,True,1,10086,1913,Mid-term,English
6517,14615792,0.0,1171961.9999999998,1996-06-01,18,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,51-100,English,Standard,2012-01-24,18,False,0,9065,3350,Mid-term,English
6518,14618275,0.0,224954.36190476193,2004-07-07,17,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2011-09-07,17,True,0,6107,3489,Short-term,English
6519,14618451,0.0,34496.0,1997-05-01,2,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,N,51-100,English,Standard,2012-04-02,2,True,0,8731,3281,Mid-term,English
6520,14621372,0.0,1144832.0,2011-01-08,16,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2010-04-06,16,False,0,3731,4008,Short-term,English
6521,14627676,1031.16,2205651.24,1993-10-15,23,False,True,False,AUTO RENEW,PHONE,Y,Y,Y,Y,Y,Y,Y,Y,Y,6-10,English,Premier,2003-02-19,23,True,1,10025,6611,Mid-term,English
6522,14629415,0.0,231878.64,1986-05-01,14,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,1-5,English,Standard,2011-12-21,14,True,0,12749,3384,Mid-term,English
6523,14630169,0.0,226707.27619047623,1985-07-15,19,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2013-05-18,19,False,0,13039,2870,Mid-term,English
6524,14635118,260.9714285714286,142490.40000000002,1993-12-15,14,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-07-30,14,False,1,9964,2797,Mid-term,English
6525,14639977,316.8,961804.8,2013-05-22,23,False,False,False,NOTICE,PHONE,N,N,N,N,N,N,N,N,Y,51-100,English,Premier,2015-02-23,23,True,1,2866,2224,Short-term,English
6526,14640013,276.9714285714286,456725.8857142858,2014-08-01,17,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-04-07,17,True,1,2430,2911,Short-term,English
6527,14650787,0.0,581193.6000000001,1999-02-01,21,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2013-06-23,21,True,0,8090,2834,Mid-term,English
6528,14653177,335.2914285714286,925404.3428571429,1968-03-01,20,False,False,False,NOTICE,MAIL,N,Y,N,N,N,N,N,N,Y,6-10,English,Standard,2013-03-20,20,False,1,19384,2929,Long-term,English
6529,14653212,148.53333333333336,379057.06666666677,1977-02-15,22,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2015-10-14,22,True,1,16111,1991,Long-term,English
6530,14653237,220.61333333333334,96408.02666666667,1994-02-15,23,False,True,False,NOTICE,WEB,N,N,N,N,N,N,N,Y,Y,11-50,English,Premier,2015-08-10,23,True,1,9902,2056,Mid-term,English
6531,14654177,0.0,288757.94666666666,1995-02-01,19,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,Y,Y,11-50,English,Standard,2015-09-13,19,True,0,9551,2022,Mid-term,English
6532,14654813,0.0,590040.0,1992-10-15,18,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,101-500,Spanish,Standard,2015-05-11,18,True,0,10390,2147,Mid-term,European
6534,14658395,0.0,150542.08000000002,1988-12-25,6,True,True,True,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2011-12-09,6,True,0,11780,3396,Mid-term,English
6536,14659359,311.65714285714284,1007899.2,1994-04-15,22,False,False,False,NOTICE,WEB,Y,N,Y,Y,Y,N,N,N,Y,6-10,English,Standard,2012-08-01,22,True,1,9843,3160,Mid-term,English
6537,14661683,202.95238095238096,154040.85714285716,1981-03-01,23,False,True,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-09-19,23,True,1,14636,2381,Long-term,English
6539,14662966,0.0,250257.9166666667,1995-09-01,2,False,False,False,NOTICE,WEB,N,N,N,N,N,N,N,N,N,51-100,English,Premier,2010-12-16,2,True,0,9339,3754,Mid-term,English
6541,14676671,422.58666666666676,312714.1333333334,1970-02-01,20,False,False,False,AUTO RENEW,AUTO RENEW,N,N,N,N,N,N,N,N,Y,6-10,English,Standard,2012-04-27,20,False,1,18682,3256,Long-term,English
6542,14678995,0.0,802800.0,1996-03-15,16,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,Y,N,N,51-100,English,Premier,2015-05-14,16,True,0,9143,2144,Mid-term,English
6543,14679021,188.66095238095238,133005.9714285714,1971-12-01,15,False,False,False,AUTO RENEW,PHONE,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2015-11-08,15,False,1,18014,1966,Long-term,English
6545,14681541,199.29523809523812,129741.20000000003,1981-10-15,21,False,False,False,NOTICE,MAIL,N,N,N,N,N,N,N,N,Y,6-10,English,Premier,2014-10-15,21,True,1,14408,2355,Long-term,English
